,Names,Price,Minimum Orders,Total Sold,Supplier Name,Supplier's Experience,Supplier Country,Supplier Rating
12,Wholesale Mobile Phones Dual Sim Cards Cellphone Original S25 ultra S25 Celul Original 5g Smartphone S25 ultra,US$36.63,Min. order: 1 piece,45 sold,"Shenzhen Yilian Sheng Technology Co., Ltd.1  yrCN4.0/5.0 (78)",1  yr,CN,4.0/5.0 (78)
13,2025 NEW Original S23 Ultra Smartphone 5g 7.2Inch 8Gb 256Gb Smartphone Android 13.0 Phones Mobile Smartphone,US$69.90-89.90,Min. order: 2 pieces,2 sold,"Jingjiang Gisen Technology Co., Ltd.7 yrsCN4.4/5.0 (633)",7 yrs,CN,4.4/5.0 (633)
14,TSSD C06 5G POC 8GB+256GB Dual Sim Card Handheld PDA Terminal bluetooth NFC Network Android Satellite Rugged Phone Smartphone,US$460.53-498.54,Min. order: 2 pieces,N/A,"Quanzhou Tucson Technology Co., Ltd.11 yrsCN4.7/5.0 (103)",11 yrs,CN,4.7/5.0 (103)
15,New Unlock Intrinsically Safe Rugged Smartphone Encrypted Mobile Phone with Octa Core CPU,US$680-698,Min. order: 1 piece,N/A,"Beijing Dorland System Control Technology Co., Ltd.8 yrsCN3.5/5.0 (6)",8 yrs,CN,3.5/5.0 (6)
16,Original Phones Galaxs S25 ultra Smartphones 16GB+1TB 5G Dual SIM Cellphone Mobile Phone S25 ultra 5g Smartphone,US$43.20-101.70,Min. order: 1 unit,12 sold,"Foshan Yueteng International Trade Co., Ltd.1  yrCN3.6/5.0 (54)",1  yr,CN,3.6/5.0 (54)
17,2025 Hot Selling New Black Color 99 New Second-hand Mobile Phone Wholesale High-quality Second-hand Mobile Phone Android Phone,US$382-426,Min. order: 1 piece,N/A,Quanzhou City Fengze District Zhen Focus E-Commerce Firm (individual Business)1  yrCN5.0/5.0 (3),1  yr,CN,5.0/5.0 (3)
18,I16 Pro MIni Flip Mobile Phone 2G GSM Dual SIM Card Speed Dial Video Player Magic Voice 3.5mm Jack FM Small Fold Cellphone,US$8.30-9,Min. order: 1 piece,12 sold,"Dongguan Fumeiyuan Technology Co., Ltd.2 yrsCN4.4/5.0 (225)",2 yrs,CN,4.4/5.0 (225)
19,2025 New Arrival Original GT20 Pro Gaming Phone Face Recognition Unlock Cheap Wholesale 5G Cellular Mobile Phone GSM Compatible,US$55,Min. order: 1 piece,2 sold,"Blue Whale Preferred (shenzhen) Cross Border E-Commerce Co., Ltd.1  yrCN4.2/5.0 (27)",1  yr,CN,4.2/5.0 (27)
20,Factory Unlocked Celulares Gsm Bar Mobile Phone Cell Phone Original 105 (2019) Dual Sim Unlocked Mobile Phone 2G Cheap CellPhone,US$6,Min. order: 5 pieces,10 sold,"Dongguan Hancheng Electronics Technology Co., Ltd.2 yrsCN4.5/5.0 (43)",2 yrs,CN,4.5/5.0 (43)
21,8849 Tank Mini Rugged Smartphone 8GB+256GB 5800mAh Battery 100MP Android 13 4.3 Inch Waterproof Mobile Phone (No Rangefinder),US$213.18,Min. order: 1 piece,N/A,Dakwin Tech Limited4 yrsHK4.6/5.0 (41),4 yrs,HK,4.6/5.0 (41)
22,Mobile Phones Wholesale 99% New Cell Phones 5g Smartphones,US$55-80,Min. order: 10 pieces,N/A,"Shenzhen Chuangyijia Technology Co., Ltd.5 yrsCN3.5/5.0 (11)",5 yrs,CN,3.5/5.0 (11)
23,"6.7"" Z Flip 4 Original Used A+ Quality Smartphone 5G Foldable Mobile Phone Unlocked Flip Device for Samsung F721B F721U F721N",US$308.88-368.88,Min. order: 1 piece,N/A,"Shenzhen Xiaodingdang Communication Electronics Co., Ltd.6 yrsCN4.5/5.0 (105)",6 yrs,CN,4.5/5.0 (105)
24,Global Version Original Celular M12+U1tra 16GB+512GB 6.8Inch 6800mAh 5G Smartphone Android 11 Gaming Phone New Mobile Phones,US$58.99,Min. order: 1 piece,N/A,"Shenzhen Intex Electronic Technology Co., Ltd.6 yrsCN3.5/5.0 (44)",6 yrs,CN,3.5/5.0 (44)
25,2024 Mktel Oye 3 Low End Phone 106 Bar Feature Phone Wholesale Cheap 105 150 110 130 125 216 Keypad Mobile Phones Single Head,US$7.90,Min. order: 1 piece,5 sold,"Shenzhen Juneng Vehicle Technology Co., Ltd.4 yrsCN3.5/5.0 (690)",4 yrs,CN,3.5/5.0 (690)
26,"Hot Selling New S24 Ultra 6.8"" 8g 256GB 12G 512GB 6.8-inch Android Smartphone Telephone Portable",US$75,Min. order: 1 piece,28 sold,"Guangzhou Shen Kang Electronic Technology Co., Ltd.9 yrsCN4.2/5.0 (338)",9 yrs,CN,4.2/5.0 (338)
27,Real High Quality Camon 40 Pro Power Techno 16+1TB 7.3inch 5G Smartphones 8000mAh 108MP Mobile Phone Support English Version,US$131.80,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
28,Smasun S25 Ultra 5G Smartphone 7.3-inch HD Smart Phone Deca Core Newest Android Mobile Phone OLED 5g Smartphone Global Edition,US$103.24,Min. order: 1 unit,12 sold,"Guizhou Ermans International Trade Co., Ltd.1  yrCN3.5/5.0 (96)",1  yr,CN,3.5/5.0 (96)
29,Wholesale A+ a B Second Hand Smart Mobile for Used iphone 11 Pro Max Phone Unlocked Original Iphones,US$350-440,Min. order: 50 pieces,N/A,"C&G Telecom Co., Limited4 yrsHK",4 yrs,HK,N/A
30,1.8 Inch Keypad Phone Low Cost GSM Mobile Phone with Torch MT6250D Bar Feature Phone Quad Bands Without Camera for Global,US$5-8.50,"Min. order: 5,000 pieces",N/A,"Xiamen Mblue Information Technology Co., Ltd.7 yrsCN",7 yrs,CN,N/A
31,New S61 Smartphone with Large FHD Screen 13MP Rear Camera Octa Core CPU LTE Cellular-for PUBG Mobile Games in French,US$70.11,Min. order: 1 piece,N/A,"WHIZBITS TECHNOLOGY (SHENZHEN) CO., LIMITED1  yrCN4.5/5.0 (33)",1  yr,CN,4.5/5.0 (33)
32,"New S24 Pro Max Mobile Phone 3.0"" HD Camera 2500mAH Face Unlock 4/5G Wifi Network Global Version Android Cell Gaming Smartphone",US$63,Min. order: 1 piece,43 sold,"Shenzhen Ecword Technology Co., Ltd.11 yrsCN4.4/5.0 (597)",11 yrs,CN,4.4/5.0 (597)
33,V9 Mini Mobile Phone Dual SIM Card Long Battery Life Rear Camera Multi-Functional Senior Citizen Phone Small Keypad Phone,US$12.65,Min. order: 2 pieces,N/A,"Guangzhou Bewin Electronics Co., Ltd.15 yrsCN4.8/5.0 (267)",15 yrs,CN,4.8/5.0 (267)
34,V10 Cheap GSM Dual Sim Dual Standby Simple Unlocked GSM Bar Mini Mobile Phone Handset Key Phone for Children and Students,US$18,Min. order: 1 piece,10 sold,"Shenzhen Haolaide Optoelectronic Technology Co., Ltd.1  yrCN4.8/5.0 (2)",1  yr,CN,4.8/5.0 (2)
35,Global S24 Ultra Factory S24 Ultra Upgrade 5 Cameras 4GB+128GB Large Memory Smart Phone Gaming Cellphone S21ULTRA S22ultra,US$35.10-71.10,Min. order: 1 piece,1 sold,"Shenzhen Cyber Blue Electronic Co., Ltd.3 yrsCN4.0/5.0 (581)",3 yrs,CN,4.0/5.0 (581)
36,"Classical 4G 2.8"" Dual SIM Unlocked Mobile Phone with Whatsa/pp WIFI Android 11 System Easy for Old Man Use",US$23.50-24,"Min. order: 5,000 pieces",N/A,"Ying Tai Electronics Co., Limited7 yrsCN",7 yrs,CN,N/A
37,2025 Original Factory Price S25 ULTRA Smartphone New Arrival 16GB+1TB S25 ULTRA Unlock Android Mobile Phone,US$99.99,Min. order: 1 piece,2 sold,"Pampas (Guangzhou) Technology Co., Ltd.3 yrsCN3.9/5.0 (92)",3 yrs,CN,3.9/5.0 (92)
38,Hot Sale Original Mobile Phone 11 64gb Mobile Phone 6.1 Inch Dual SIM Smartphone,US$300-319,Min. order: 1 piece,N/A,"Shenzhen Huayi Technology Co., Ltd.1  yrCN5.0/5.0 (1)",1  yr,CN,5.0/5.0 (1)
39,Hot Sale Cellphone Original S26 Ultra 16GB+1TB Smartphone 7.3inch Unlocked 5G Cellphone Android 14 Mobile Phones Wholesale,US$65,Min. order: 1 piece,1 sold,"Shenzhen Xingqichuang Technology Co., Ltd.1  yrCN3.7/5.0 (140)",1  yr,CN,3.7/5.0 (140)
40,"AK007 Pen Mini CellPhone 0.96"" Tiny Screen GSM Dual SIM Camera Flashlight BT Dialer Mobile Phones with Recording Pen",US$17.59,Min. order: 1 piece,103 sold,"Shenzhen Flyda Technology Co., Ltd.13 yrsCN4.6/5.0 (98)",13 yrs,CN,4.6/5.0 (98)
41,2025 Best Selling Small Smartphone 4G Mobile Android Latest Model Mini Smart Phone Compact Dual Sim Phone,US$33.80,Min. order: 2 pieces,9 sold,"Guangzhou  South Wind Technology Co.,ltd2 yrsCN4.7/5.0 (61)",2 yrs,CN,4.7/5.0 (61)
42,"Hot Selling 6.26\"" Android 10 Smartphone Octa Core CPU LTE Dual SIM-GPS 8MP+16M Camera Type-C Fast Charge 4GB+128GB-Mobile Phone",US$39.50-45.50,Min. order: 450 pieces,6 sold,"Shenzhen Shengle Digital Technology Co., Ltd.4 yrsCN4.3/5.0 (32)",4 yrs,CN,4.3/5.0 (32)
43,GSM-FIX Free Shipping Factory Unlocked Original Simple Cheap 3G Classic Bar Unlocked Mobile Cell Phone for Nokia C5-00,US$15.88,Min. order: 1 piece,236 sold,Hengdong Ruimaisi Electronic Firm2 yrsCN4.2/5.0 (198),2 yrs,CN,4.2/5.0 (198)
44,2.4 Inch Mobile Phone 2720 Gsm 2g Non Smartphone Dual Card Flip Phone for Elderly and Students Tf Card Sim Keypad Mobile Phones,US$23.99,Min. order: 1 unit,4 sold,"Shenzhen Muyangshun Industrial Co., Ltd.4 yrsCN4.3/5.0 (109)",4 yrs,CN,4.3/5.0 (109)
45,Factory Mobile phones cellphone 2G 3G button mobile telephone dual sim waterproof shockproof rugged keypad phones,US$17.50-18,Min. order: 100 pieces,N/A,"Shenzhen Zhike Communication Co., Ltd.11 yrsCN4.8/5.0 (8)",11 yrs,CN,4.8/5.0 (8)
46,2024 Hot Selling Original S24 Ultra 4G Smartphone Unlocked HD Screen Resolution LTE Cellular Support for French Spanish,US$63,Min. order: 1 set,6 sold,"Shenzhen Julan Electronics Co., Ltd.4 yrsCN3.4/5.0 (578)",4 yrs,CN,3.4/5.0 (578)
47,Hot Sale 6.5 Inch OEM Android Smart Phone Cheap 2G 3G 4G LTE Mobile with BT WIFI GPS Finger Print 4G/64G Cell Phone,US$75-79.50,Min. order: 2 pieces,N/A,Shenzhen All Lucky Technology Limited5 yrsCN4.0/5.0 (7),5 yrs,CN,4.0/5.0 (7)
48,2024 Hot Selling Original S24 Ultra 4G Smartphone Unlocked HD Screen Resolution LTE Cellular Support for French Spanish,US$63,Min. order: 1 set,6 sold,"Shenzhen Julan Electronics Co., Ltd.4 yrsCN3.4/5.0 (578)",4 yrs,CN,3.4/5.0 (578)
49,TECHNO Hot Selling Phone 7.3 Inch Original C30 Pro 6800mAh 16GB + 1TB 50MP + 108MP Gaming Mobile Phones for Android13.0 Techno Camon 30,US$135-150,Min. order: 1 piece,2 sold,"Shenzhen Chaoren Jiqing Electronic Technology Co., Ltd.1  yrCN4.6/5.0 (333)",1  yr,CN,4.6/5.0 (333)
50,"AK007 Pen Mini CellPhone 0.96"" Tiny Screen GSM Dual SIM Camera Flashlight BT Dialer Mobile Phones with Recording Pen",US$17.59,Min. order: 1 piece,103 sold,"Shenzhen Flyda Technology Co., Ltd.13 yrsCN4.6/5.0 (98)",13 yrs,CN,4.6/5.0 (98)
51,Refurbished S25 Ultra 7.3-Inch 16GB+1TB Smartphone Original HD Unlocked Dual Card New OEM Mobilephones 3G & 4G 5G,US$298,Min. order: 1 piece,N/A,"Guangzhou Yuanduo International Trade Co., Ltd.1  yrCN",1  yr,CN,N/A
52,GSM-FIX Wholesale Low Price Original Mobile Phone Unlocked 3G Slide Cellphone N95 8GB,US$29.80-38.80,Min. order: 1 piece,134 sold,Hengdong Ruimaisi Electronic Firm2 yrsCN4.2/5.0 (198),2 yrs,CN,4.2/5.0 (198)
53,New Original S25 Ultra Global 5G Unlocked Cell Phone 7.3 Inch Big Screen 16GB+1TB Dual Sim GSM Cellular Smart Mobile Phones,US$36.63,Min. order: 1 piece,2 sold,"Shenzhen Yihuida Technology Co., Ltd.1  yrCN3.4/5.0 (550)",1  yr,CN,3.4/5.0 (550)
54,2.4 Inch Mobile Phone 2720 Gsm 2g Non Smartphone Dual Card Flip Phone for Elderly and Students Tf Card Sim Keypad Mobile Phones,US$23.99,Min. order: 1 unit,4 sold,"Shenzhen Muyangshun Industrial Co., Ltd.4 yrsCN4.3/5.0 (109)",4 yrs,CN,4.3/5.0 (109)
55,Mobile Phone Offer 5g Smartphone Latest Smartphone,US$70.36-89.56,Min. order: 1 piece,N/A,"Guangzhou Pengawang Technology Co., Ltd.1  yrCN4.6/5.0 (1)",1  yr,CN,4.6/5.0 (1)
56,Unlocked I17 Pro Max Smartphone High Quality Mobile Phone 4G 4GB RAM 64GB ROM Show 1TB Android CellPhone 6.9inch Goophone,US$119.99,Min. order: 4 pieces,21 sold,"Shenzhen Huanyi Technology Co., Ltd.5 yrsCN4.7/5.0 (25)",5 yrs,CN,4.7/5.0 (25)
57,Hot New S24 Ultra Original 5G Smartphone 7.3 Inch Android 13 16G+1TB Deca Core 16GB RAM/1TB ROM 65W Shockproof Mobile,US$58.61,Min. order: 1 combo,N/A,"Guangzhou Xiongbin Attack Technology Co., Ltd.1  yrCN4.1/5.0 (42)",1  yr,CN,4.1/5.0 (42)
58,Factory Wholesale HD LED Screen for Nfinix GT20 Pro 16GB+1TB ROM 5G Smartphone,US$31.14-39.90,Min. order: 3 pieces,N/A,Shantou Chenghai Sansong Trading Firm1  yrCN3.2/5.0 (32),1  yr,CN,3.2/5.0 (32)
59,Hot-selling Camon 30 Pro Original 6.8-inch Large Screen 16 GB +1 Tb 6800 Mah Android 14 Global 5g Smartphone,US$36-38,Min. order: 1 piece,18 sold,"Chifu Network Technology (xuzhou) Co., Ltd.3 yrsCN4.4/5.0 (125)",3 yrs,CN,4.4/5.0 (125)
60,Android S24 Ultra Phone Smartphone 16+1TB Mobile Phone Cell Gaming Phone 5G Smartphone 3G&4G Smartphone 2024 Original,US$89-145,Min. order: 1 piece,2 sold,"Guizhou Xiongpeng International Trade Co., Ltd.1  yrCN3.6/5.0 (117)",1  yr,CN,3.6/5.0 (117)
61,Xiaomi Redmi 14C 5G Smartphone 6.88 Inch 5160mAh Battery 256GB Big Storage Original Genuine Used Phone Wholesale Global Used,US$45-90,Min. order: 1 piece,N/A,"Hangzhou Tuowei Magic Cube Artificial Intelligence Co., Ltd.1  yrCN4.0/5.0 (351)",1  yr,CN,4.0/5.0 (351)
62,High Configuration 2025 New S25 ultra 7.3 Inch 5G Dual SIM Unlocked Smartphone 16GB+1TB Storage Full Screen Cell Phones,US$89.84,Min. order: 1 piece,1 sold,"Shenzhen Shoulder Hong Renju Technology Co., Ltd.1  yrCN4.1/5.0 (82)",1  yr,CN,4.1/5.0 (82)
63,mobile phones(cheap) A14 Global Edition smart phone s25 ultra,US$95,Min. order: 1 piece,N/A,CREATIVE FIELD HK LIMITED1  yrHK4.0/5.0 (25),1  yr,HK,4.0/5.0 (25)
64,Factory Unlocked Celulares Gsm Bar Mobile Phone Cell Phone Original 105 (2019) Dual Sim Unlocked Mobile Phone 2G Cheap CellPhone,US$6,Min. order: 5 pieces,10 sold,"Dongguan Hancheng Electronics Technology Co., Ltd.2 yrsCN4.5/5.0 (43)",2 yrs,CN,4.5/5.0 (43)
65,Original Phones S24 ultra Smartphones 5G Dual SIM Cellphone Mobile Phone S24 ultra 5g Smartphone,US$76,Min. order: 1 piece,8 sold,"Hangzhou Huayu Jing Technology Co., Ltd.1  yrCN4.4/5.0 (4)",1  yr,CN,4.4/5.0 (4)
66,High Quality 1.77inch Bar Feature Phone Dual SIM Telefonos Celulares Mobile Phone Big Battery Big Torch MP3 MP3 Senior Cellphone,US$7.50,Min. order: 10 pieces,10 sold,"Shenzhen Juneng Vehicle Technology Co., Ltd.4 yrsCN3.5/5.0 (690)",4 yrs,CN,3.5/5.0 (690)
67,Real High Quality Camon 40 Pro Power Techno 16+1TB 7.3inch 5G Smartphones 8000mAh 108MP Mobile Phone Support English Version,US$131.80,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
68,Wholesale A+ a B Second Hand Smart Mobile for Used iphone 11 Pro Max Phone Unlocked Original Iphones,US$350-440,Min. order: 50 pieces,N/A,"C&G Telecom Co., Limited4 yrsHK",4 yrs,HK,N/A
69,2400mAh Long Standby Mobile Phone for Rugged Outdoors Antenna Good Signal dual r Sim card feature phone,US$17.90,Min. order: 10 pieces,N/A,"Shenzhen Tecihome Tech Co., Ltd.9 yrsCN4.8/5.0 (102)",9 yrs,CN,4.8/5.0 (102)
70,K-TOUCH M17 Android 8.1 High Quantity 2GB+32GB Support Face ID Identification 4G Smartphone,US$65-80,Min. order: 1 piece,N/A,"Shenzhen LGYD Electronics Co., Ltd.6 yrsCN4.5/5.0 (464)",6 yrs,CN,4.5/5.0 (464)
71,Powerful 5G Android Phone 7 3 Inch Display Dual SIM Fast Unlock,US$98,Min. order: 1 piece,N/A,Guangzhou Panyu Qianqian Trading Firm (iindividual Business)1  yrCN4.5/5.0 (28),1  yr,CN,4.5/5.0 (28)
72,Hot Global Version Unlock Samsung Galaxy S24 Ultra Smart Phone with 7 Inch 16+1TB S-Pen 4G WIFI Great for Gaming New Condition,US$722-752,Min. order: 1 piece,N/A,CT TELECOM LIMITED1  yrHK,1  yr,HK,N/A
73,I16Pro Clamshell Phone with Dual Sim 1.8-Inch Feature Keyboard Spanish and French Operating Language Flip Mobile Phone,US$9.50-11,Min. order: 1 box,N/A,"Shenzhen Taishixing Technology Co., Ltd.2 yrsCN4.5/5.0 (45)",2 yrs,CN,4.5/5.0 (45)
74,2025 Original Factory Price S25 ULTRA Smartphone New Arrival 16GB+1TB S25 ULTRA Unlock Android Mobile Phone,US$99.99,Min. order: 1 piece,2 sold,"Pampas (Guangzhou) Technology Co., Ltd.3 yrsCN3.9/5.0 (92)",3 yrs,CN,3.9/5.0 (92)
75,New Invention 2024 Latest S24 Ultra 5G AI Mobile Phone 7.3Inch AMOLED Big Screen High Quality Smartphone,US$48.80,Min. order: 1 piece,7 sold,"Shenzhen Yilian Sheng Technology Co., Ltd.1  yrCN4.0/5.0 (78)",1  yr,CN,4.0/5.0 (78)
76,New Arrival DOOGEE S98 Rugged Phone 8GB+256GB Mobile Phones 4G Android 12 Night Vision Camera Smartphones,US$187.65-276.96,Min. order: 1 piece,N/A,"Shenzhen Wbtd Technology Co., Ltd.5 yrsCN4.6/5.0 (413)",5 yrs,CN,4.6/5.0 (413)
77,Best Sell S24 Ultra 5G Smart Phone 6.8inch 512GB Telephone Original Unlock S-Pen 4G 5G+WIFI Android S23 S24 Mobile Phones,US$120,Min. order: 1 piece,1 sold,"Foshan Yueteng International Trade Co., Ltd.1  yrCN3.6/5.0 (54)",1  yr,CN,3.6/5.0 (54)
78,Original S26 Ultra 5G Smartphone 22GB+2TB 7.3 Inch HD Screen Android 14 Dual Card Unlocked High Quality Mobile Phone,US$93.60,Min. order: 1 piece,25 sold,Minqing Hui Wangcai Cross-Border E-Commerce Store (individual Business)1  yrCN3.6/5.0 (249),1  yr,CN,3.6/5.0 (249)
79,Perfect Quality New Mobile Phone Smartphone 6.8-in Android Phone Mobile Phones Cellphone,US$78.80,Min. order: 2 pieces,N/A,"Jingjiang Gisen Technology Co., Ltd.7 yrsCN4.4/5.0 (633)",7 yrs,CN,4.4/5.0 (633)
80,2025 Hot Selling High-end 99 New and Second-hand Mobile Phone 15pormax Model US Version Unlocked Multifunctional Phone,US$810-910,Min. order: 1 piece,N/A,Quanzhou City Fengze District Zhen Focus E-Commerce Firm (individual Business)1  yrCN5.0/5.0 (3),1  yr,CN,5.0/5.0 (3)
81,Wholesale Y6 PRIME 2018 2+32GB Dual Card 4G LTE Telfono Cheap Smart Phone Cell Phones Mobile Phone,US$19-21,Min. order: 2 pieces,118 sold,Foshan Chancheng District Hongqing Electric Appliance Firm4 yrsCN4.6/5.0 (193),4 yrs,CN,4.6/5.0 (193)
82,Wholesale Smart Phone 12 Pro 13 13 Pro Max Unlocked Original Used Mobile Phone 5g Cellphone for I phone,US$129,Min. order: 10 pieces,N/A,"CHEN YU TELECOM TECHNOLOGY CO., LIMITED6 yrsHK2.6/5.0 (2)",6 yrs,HK,2.6/5.0 (2)
83,90% NEW Unlocked Used Smart Phone for iPhone 14Pro Max Original Cell Phone for iphone 14 Plus 14 Pro 5g Mobile Phones,US$390-850,Min. order: 1 piece,7 sold,"Shenzhen Richgrand Electronic Co., Ltd.9 yrsCN4.6/5.0 (102)",9 yrs,CN,4.6/5.0 (102)
84,Original Mobile Phone S23 Ultra 6.8 Inch 16GB+1TB Face ID Unlocked Cellphones Mobile Phone Smart Phones 5G Smartphone,US$138,Min. order: 1 piece,3 sold,"Shantou Zhongtian Trading Co., Ltd.7 yrsCN3.4/5.0 (603)",7 yrs,CN,3.4/5.0 (603)
85,Wholesale Original Unlock 5G Smartphone 16Pro 16Promax Used Mobile Phones 512GB ROM LTE CDMA Cellular Screen Gaming,US$77,Min. order: 1 unit,12 sold,"Hefei Chengyi Technology Co., Ltd.1  yrCN4.7/5.0 (14)",1  yr,CN,4.7/5.0 (14)
86,S25 Ultra 5G Smartphone 48+108MP Dual Sim Phone 16GB+1TB Deca Core CPU Smart Gaming Cellphone Global Version Mobile Phones,US$46.40,Min. order: 1 piece,32 sold,"Shenzhen Guangqi Xingji Technology Co., Ltd.1  yrCN3.9/5.0 (35)",1  yr,CN,3.9/5.0 (35)
87,CE 5G LTE 6.72 Inch Smart Display Smartphone 18m 48MP Mobile Phone 16GB 512GB Make Art Creation Easier S21U1 Cheap Cell Phone,US$48.90,Min. order: 1 piece,1 sold,"Shenzhen Intex Electronic Technology Co., Ltd.6 yrsCN3.5/5.0 (44)",6 yrs,CN,3.5/5.0 (44)
88,Phones Mobile Android Smartphone Mobile Phones Smartphone Smart Phone 2+16GB S24 for Sum S24 Ultra Sung,US$17.64-35.64,Min. order: 1 piece,N/A,"Naples (guangzhou) Intelligent Electronics Co., Ltd.1  yrCN4.0/5.0 (209)",1  yr,CN,4.0/5.0 (209)
89,Wholesale Smartphone 5g Used Mobile Phones High Quality Usa Global Version 11 12 13 14 15 Pro Max Phone,US$200-400,Min. order: 1 piece,N/A,Xixun Trading (guangzhou) Ltd.2 yrsCN4.5/5.0 (44),2 yrs,CN,4.5/5.0 (44)
90,Real High Quality Smart Phone 5G M15 ultra 22GB+1TB Android 15 7.3 Inch HD Screen Dual SIM Global Version Unlocked Mobile Phones,US$65.90,Min. order: 1 piece,6 sold,"Guangzhou Suibao Trading Co., Ltd.2 yrsCN3.9/5.0 (739)",2 yrs,CN,3.9/5.0 (739)
91,Global S24 Ultra Factory S24 Ultra Upgrade 5 Cameras 4GB+128GB Large Memory Smart Phone Gaming Cellphone S21ULTRA S22ultra,US$35.10-71.10,Min. order: 1 piece,1 sold,"Shenzhen Cyber Blue Electronic Co., Ltd.3 yrsCN4.0/5.0 (581)",3 yrs,CN,4.0/5.0 (581)
92,2025 Original 5G Smartphone Flip 4 128GB Korean Version with 4G LTE Folding Screen Smart Mobile Phone,US$200,Min. order: 1 piece,29 sold,"Shantou Kezi Food Co., Ltd.2 yrsCN3.1/5.0 (121)",2 yrs,CN,3.1/5.0 (121)
93,Factory Wholesale Brand New S25 Ultra 5G Android15 Smartphone Dual SIM 16GB+1TB Memory HD Face Unlock Original Mobile Phone,US$75.50,Min. order: 1 piece,1 sold,Fuzhou City Taijiang District Fengling E-Commerce Firm (individual Business)1  yrCN3.5/5.0 (225),1  yr,CN,3.5/5.0 (225)
